limit,sex,education,marital,age,default
200000,male,grad,married,34,0
260000,female,undergrad,single,24,0
320000,male,grad,married,60,1
160000,female,undergrad,single,29,1
30000,male,undergrad,single,32,1
50000,female,undergrad,married,36,0
50000,male,undergrad,single,30,0
90000,female,undergrad,single,29,0
240000,male,grad,single,34,0
180000,female,undergrad,married,32,1
200000,female,undergrad,married,32,0
50000,female,grad,single,25,0
50000,male,undergrad,married,44,0
330000,female,grad,married,37,0
80000,female,undergrad,single,24,1
50000,female,undergrad,single,23,0
360000,female,grad,single,29,0
240000,female,undergrad,married,37,0
50000,male,undergrad,married,59,0
470000,male,undergrad,single,33,0
160000,female,highschool,married,51,0
30000,male,grad,married,27,1
80000,female,undergrad,married,32,0
500000,female,highschool,single,42,0
180000,male,undergrad,single,39,0
110000,female,undergrad,married,46,0
160000,male,grad,married,41,0
210000,female,undergrad,single,30,0
200000,female,grad,married,34,1
350000,male,grad,single,35,0
250000,male,grad,single,41,1
380000,male,grad,single,43,1
30000,male,undergrad,single,47,0
200000,male,undergrad,single,31,0
30000,male,undergrad,single,30,0
50000,male,undergrad,single,24,0
500000,male,grad,married,36,0
30000,male,grad,single,28,0
220000,female,grad,married,36,0
20000,female,undergrad,married,27,0
180000,female,undergrad,married,32,0
300000,male,grad,married,42,1
130000,female,undergrad,married,33,0
180000,female,highschool,married,39,1
150000,female,grad,other,30,0
140000,male,undergrad,married,30,1
50000,female,undergrad,single,22,0
20000,male,undergrad,single,25,1
180000,male,grad,single,28,0
180000,male,undergrad,single,26,1
150000,female,highschool,married,54,0
70000,female,grad,single,24,0
30000,male,undergrad,single,29,0
500000,male,grad,single,36,1
60000,male,highschool,married,49,0
50000,female,grad,single,23,0
130000,male,highschool,single,43,1
260000,female,undergrad,married,33,0
380000,male,highschool,married,53,0
360000,female,undergrad,single,25,0
50000,male,highschool,married,54,0
50000,female,highschool,married,39,0
260000,female,grad,married,44,1
80000,female,undergrad,single,27,0
360000,female,grad,single,25,1
290000,female,grad,single,29,1
200000,male,grad,single,39,0
140000,male,grad,married,45,0
360000,male,grad,married,38,1
50000,female,undergrad,single,23,1
120000,male,undergrad,single,25,0
100000,male,undergrad,married,29,0
200000,female,undergrad,married,28,0
90000,female,undergrad,married,40,0
360000,male,grad,single,36,1
150000,female,highschool,single,30,1
140000,male,grad,single,29,0
200000,female,undergrad,single,36,0
170000,female,undergrad,married,37,0
30000,male,undergrad,single,34,0
80000,female,grad,single,27,0
280000,male,grad,single,31,0
410000,female,grad,married,31,0
450000,male,grad,single,38,0
80000,male,undergrad,single,36,0
360000,male,grad,married,46,0
130000,female,grad,married,36,0
160000,female,grad,single,26,1
140000,female,highschool,single,57,1
240000,female,highschool,married,40,0
180000,female,highschool,other,45,0
70000,male,grad,other,57,0
150000,female,undergrad,single,25,0
210000,female,highschool,married,37,0
200000,female,grad,married,35,0
310000,male,undergrad,single,33,0
180000,male,grad,married,38,0
300000,male,undergrad,single,31,0
450000,female,grad,single,41,0
200000,male,grad,single,33,0
30000,female,undergrad,married,67,1
400000,female,grad,married,40,0
170000,male,grad,single,33,0
140000,female,grad,single,31,1
200000,female,undergrad,single,35,0
60000,female,undergrad,other,39,0
60000,male,undergrad,single,27,1
150000,male,grad,single,23,0
180000,male,highschool,married,54,1
50000,female,highschool,single,23,0
50000,male,highschool,single,24,0
20000,male,undergrad,single,26,0
230000,female,undergrad,single,52,1
110000,female,undergrad,married,42,0
90000,female,grad,single,36,0
20000,female,grad,single,22,1
30000,female,grad,single,23,0
220000,male,highschool,married,30,1
140000,female,highschool,single,24,1
300000,female,grad,married,42,0
100000,male,undergrad,married,49,0
110000,male,undergrad,single,31,0
270000,female,highschool,single,33,0
30000,male,grad,married,42,0
70000,male,highschool,single,41,0
230000,male,undergrad,married,53,0
20000,male,undergrad,single,23,0
190000,female,grad,single,33,0
20000,female,undergrad,married,29,0
80000,female,highschool,married,67,0
20000,male,highschool,married,33,1
60000,female,highschool,married,34,1
50000,male,undergrad,married,49,0
280000,female,undergrad,married,56,1
300000,male,grad,married,42,0
30000,female,highschool,married,55,1
270000,female,undergrad,married,25,0
100000,male,highschool,single,30,0
240000,male,undergrad,single,43,1
200000,male,grad,single,40,0
110000,female,grad,single,35,0
230000,male,grad,married,61,0
150000,female,undergrad,married,44,1
350000,male,grad,single,33,0
360000,male,other,married,66,0
150000,female,undergrad,single,40,0
100000,male,highschool,single,47,0
500000,male,grad,single,27,0
500000,male,grad,single,35,0
180000,female,highschool,married,47,0
400000,female,highschool,married,39,0
100000,female,undergrad,single,29,0
10000,male,undergrad,married,32,0
60000,female,grad,single,30,0
50000,female,grad,single,25,1
80000,female,undergrad,single,23,0
110000,female,undergrad,married,43,0
410000,female,undergrad,married,41,1
260000,female,undergrad,married,40,0
30000,female,highschool,married,35,0
310000,female,grad,single,28,0
70000,female,undergrad,single,38,0
250000,male,grad,single,31,0
210000,male,highschool,married,29,0
360000,male,undergrad,married,41,1
50000,male,undergrad,single,31,0
670000,male,grad,single,29,0
130000,male,grad,single,26,0
170000,male,grad,married,42,0
30000,male,highschool,single,29,0
110000,male,grad,married,50,0
210000,female,highschool,single,46,1
30000,female,undergrad,single,24,1
260000,female,undergrad,married,46,0
150000,female,highschool,single,28,0
20000,female,undergrad,married,35,1
380000,female,grad,married,40,0
200000,female,grad,married,41,0
120000,female,undergrad,married,47,0
80000,male,undergrad,married,54,1
30000,female,undergrad,single,33,0
110000,male,undergrad,single,29,0
50000,female,highschool,married,44,0
90000,female,undergrad,married,24,0
110000,male,grad,single,33,0
50000,male,highschool,married,54,0
60000,male,grad,single,27,0
150000,female,undergrad,single,37,1
20000,male,grad,single,24,0
140000,female,highschool,married,54,1
120000,female,undergrad,married,34,0
200000,female,undergrad,single,40,1
20000,male,undergrad,single,30,1
50000,male,undergrad,single,26,0
200000,female,undergrad,married,41,0
100000,female,undergrad,single,29,0
300000,male,grad,married,38,0
500000,female,grad,single,35,0
360000,female,undergrad,married,52,0
160000,female,grad,single,29,0
50000,female,undergrad,single,23,1
230000,female,undergrad,married,34,1
200000,female,undergrad,single,34,0
270000,male,grad,married,44,0
50000,female,undergrad,married,36,0
20000,male,undergrad,single,28,0
60000,female,undergrad,single,31,0
50000,male,undergrad,single,31,0
50000,male,undergrad,married,41,0
130000,female,highschool,married,44,0
230000,female,highschool,single,47,0
20000,male,undergrad,single,25,0
30000,female,grad,single,25,0
200000,female,grad,married,39,0
140000,female,undergrad,married,24,0
100000,female,undergrad,married,35,1
240000,male,undergrad,married,32,1
70000,female,grad,single,31,1
360000,male,grad,single,33,0
140000,female,grad,single,30,0
50000,male,undergrad,married,52,0
210000,female,undergrad,married,36,0
280000,male,grad,single,30,0
180000,female,undergrad,single,42,1
150000,female,grad,single,30,0
20000,male,highschool,married,47,0
350000,female,undergrad,married,29,0
130000,female,grad,single,23,0
470000,male,highschool,married,39,0
340000,female,undergrad,married,48,0
80000,male,undergrad,single,26,0
70000,male,grad,single,33,0
230000,female,undergrad,married,44,0
180000,female,undergrad,married,36,0
210000,female,undergrad,married,39,0
20000,male,undergrad,single,24,0
140000,female,undergrad,single,25,0
200000,male,grad,single,52,0
50000,female,highschool,married,59,0
80000,female,grad,single,23,0
30000,female,highschool,single,48,0
140000,female,grad,single,28,1
80000,male,highschool,married,62,0
220000,female,highschool,married,38,0
180000,female,grad,single,32,0
140000,female,undergrad,married,29,1
180000,male,undergrad,single,25,1
50000,female,undergrad,single,35,0
170000,female,undergrad,single,27,0
50000,male,undergrad,single,38,0
50000,male,undergrad,single,24,0
300000,male,undergrad,married,29,0
390000,female,grad,single,27,0
90000,female,undergrad,married,55,1
200000,female,grad,single,29,0
460000,male,grad,single,29,0
10000,male,undergrad,single,23,0
20000,male,undergrad,married,30,1
50000,female,undergrad,married,50,0
480000,female,undergrad,married,38,0
180000,female,grad,single,24,0
240000,female,grad,single,29,0
250000,male,grad,single,38,0
270000,female,undergrad,single,34,1
200000,male,grad,married,37,0
100000,female,highschool,married,66,0
160000,female,grad,married,39,0
80000,female,undergrad,married,45,0
130000,male,undergrad,married,44,0
340000,female,highschool,single,44,1
360000,male,grad,married,36,0
120000,female,highschool,married,40,0
120000,male,grad,single,29,0
300000,female,grad,single,48,0
60000,female,undergrad,single,23,0
210000,female,undergrad,married,50,0
210000,female,undergrad,married,29,1
70000,female,highschool,married,49,1
200000,male,undergrad,married,33,0
230000,female,undergrad,married,51,1
20000,male,highschool,married,23,1
210000,female,grad,married,37,0
160000,female,highschool,single,26,0
290000,female,grad,married,30,1
80000,female,highschool,married,26,0
360000,male,grad,single,43,0
230000,male,grad,single,32,0
360000,male,highschool,married,54,0
340000,female,grad,married,30,0
50000,female,grad,single,22,0
80000,male,undergrad,single,38,0
50000,female,undergrad,single,24,0
30000,female,grad,single,24,0
210000,male,grad,single,26,0
150000,female,undergrad,married,42,1
20000,male,undergrad,single,21,0
20000,male,highschool,single,22,1
240000,female,highschool,married,41,0
500000,female,undergrad,married,50,0
90000,female,undergrad,married,23,1
50000,male,highschool,single,46,0
50000,female,undergrad,single,22,1
680000,male,grad,single,37,0
50000,male,grad,married,47,0
100000,female,undergrad,married,40,0
280000,female,grad,single,30,0
30000,male,undergrad,single,54,1
50000,male,undergrad,single,27,1
60000,male,grad,married,33,0
120000,male,undergrad,married,57,1
80000,female,undergrad,married,35,0
500000,male,grad,married,45,0
70000,female,highschool,married,32,0
160000,female,undergrad,married,45,0
100000,female,highschool,married,50,1
10000,male,highschool,single,35,0
90000,male,grad,single,26,0
170000,male,grad,married,39,1
90000,female,undergrad,single,35,0
180000,female,highschool,single,42,0
350000,female,grad,married,52,1
270000,male,undergrad,single,35,0
200000,female,grad,single,29,1
20000,female,grad,single,22,0
100000,male,undergrad,single,30,0
290000,male,grad,married,46,0
70000,male,highschool,single,28,0
230000,male,grad,single,26,0
180000,female,grad,single,28,0
210000,male,grad,single,33,0
50000,male,grad,single,24,0
150000,male,grad,single,37,0
380000,male,undergrad,married,50,1
50000,male,undergrad,married,44,0
150000,female,highschool,married,43,1
220000,male,undergrad,single,29,0
80000,female,other,single,27,0
220000,female,undergrad,married,32,0
70000,female,undergrad,single,34,0
120000,male,undergrad,single,37,1
180000,female,undergrad,single,32,0
50000,female,highschool,married,57,0
10000,female,undergrad,other,46,0
370000,female,grad,married,53,0
20000,female,grad,single,26,0
150000,male,undergrad,married,34,0
20000,male,grad,single,26,1
480000,female,undergrad,married,54,0
50000,male,highschool,single,26,0
170000,male,undergrad,single,31,0
400000,female,undergrad,single,30,0
200000,female,grad,single,31,0
360000,male,grad,single,34,0
140000,female,other,single,36,0
260000,male,highschool,married,34,0
440000,female,undergrad,single,26,0
500000,male,undergrad,married,43,0
230000,female,undergrad,married,29,0
470000,male,undergrad,married,41,0
20000,female,highschool,married,48,1
210000,female,undergrad,single,24,0
20000,female,grad,single,23,0
20000,female,highschool,married,53,0
200000,female,undergrad,married,34,0
250000,female,undergrad,single,36,1
300000,male,undergrad,single,41,0
320000,female,grad,single,30,0
50000,male,undergrad,single,29,0
200000,female,undergrad,married,34,0
80000,female,grad,single,29,1
70000,male,undergrad,married,37,1
60000,male,highschool,single,36,0
10000,female,highschool,single,22,1
50000,female,highschool,single,30,0
140000,male,undergrad,single,26,1
30000,male,undergrad,single,25,0
190000,male,undergrad,married,49,0
70000,female,grad,single,23,0
330000,female,undergrad,married,28,0
110000,female,undergrad,single,24,0
270000,male,highschool,married,47,0
160000,male,undergrad,married,31,1
20000,male,undergrad,single,24,0
320000,male,undergrad,single,32,0
430000,male,grad,single,31,0
50000,female,grad,married,37,0
140000,male,undergrad,married,48,1
500000,male,undergrad,married,49,0
80000,male,highschool,married,45,0
390000,female,grad,married,34,0
250000,female,grad,married,43,0
390000,female,grad,single,31,0
100000,female,grad,married,35,0
360000,female,grad,married,42,0
140000,male,grad,single,36,0
110000,male,undergrad,married,51,0
170000,male,highschool,married,48,0
170000,male,undergrad,married,48,0
180000,female,undergrad,single,25,0
140000,male,undergrad,married,41,0
20000,female,undergrad,married,49,0
150000,male,grad,single,28,0
50000,female,undergrad,single,28,0
160000,female,undergrad,married,38,1
80000,male,undergrad,married,41,0
300000,female,highschool,single,29,1
60000,female,highschool,single,32,0
70000,female,undergrad,single,26,1
290000,female,grad,single,31,0
80000,female,grad,single,23,0
50000,female,highschool,married,53,1
200000,female,highschool,single,49,0
200000,female,grad,married,34,0
50000,female,grad,single,22,1
20000,female,undergrad,single,26,0
200000,male,grad,married,38,1
120000,female,grad,single,35,0
