instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
14130,8/16/2012,3,1,8,22,0,4,1,1,0.72,0.6667,0.51,0.1642,69,185,254
14131,8/16/2012,3,1,8,23,0,4,1,1,0.7,0.6515,0.54,0.1045,58,168,226
14132,8/17/2012,3,1,8,0,0,5,1,1,0.68,0.2424,0.57,0.1642,21,67,88
14133,8/17/2012,3,1,8,1,0,5,1,1,0.66,0.2424,0.65,0.1045,16,38,54
14134,8/17/2012,3,1,8,2,0,5,1,1,0.66,0.2424,0.61,0.1343,4,15,19
14135,8/17/2012,3,1,8,3,0,5,1,1,0.64,0.2424,0.65,0.1045,0,6,6
14136,8/17/2012,3,1,8,4,0,5,1,1,0.64,0.2424,0.73,0.1642,0,9,9
14137,8/17/2012,3,1,8,5,0,5,1,1,0.64,0.2424,0.73,0.1045,2,34,36
14138,8/17/2012,3,1,8,6,0,5,1,1,0.62,0.2424,0.78,0.1343,6,151,157
14139,8/17/2012,3,1,8,7,0,5,1,1,0.64,0.2424,0.73,0.1045,11,368,379
14140,8/17/2012,3,1,8,8,0,5,1,1,0.68,0.2424,0.65,0.1343,43,625,668
14141,8/17/2012,3,1,8,9,0,5,1,1,0.7,0.2424,0.58,0.1045,58,320,378
14142,8/17/2012,3,1,8,10,0,5,1,1,0.74,0.2424,0.55,0.1642,82,149,231
14143,8/17/2012,3,1,8,11,0,5,1,1,0.76,0.2424,0.52,0.2836,98,205,303
14144,8/17/2012,3,1,8,12,0,5,1,1,0.82,0.2424,0.41,0.2239,110,255,365
14145,8/17/2012,3,1,8,13,0,5,1,1,0.84,0.2424,0.36,0.3881,103,254,357
14146,8/17/2012,3,1,8,14,0,5,1,1,0.86,0.2424,0.34,0.4179,128,200,328
14147,8/17/2012,3,1,8,15,0,5,1,1,0.86,0.2424,0.3,0.4627,127,256,383
14148,8/17/2012,3,1,8,16,0,5,1,2,0.84,0.2424,0.32,0.4478,116,372,488
14149,8/17/2012,3,1,8,17,0,5,1,1,0.82,0.2424,0.36,0.3284,144,647,791
14150,8/17/2012,3,1,8,18,0,5,1,2,0.82,0.2424,0.38,0.2537,108,561,669
14151,8/17/2012,3,1,8,19,0,5,1,2,0.74,0.2424,0.55,0.3881,88,403,491
14152,8/17/2012,3,1,8,20,0,5,1,2,0.72,0.2424,0.58,0.2239,97,262,359
14153,8/17/2012,3,1,8,21,0,5,1,2,0.68,0.2424,0.69,0.2985,57,198,255
14154,8/17/2012,3,1,8,22,0,5,1,3,0.66,0.2424,0.83,0.194,43,170,213
14155,8/17/2012,3,1,8,23,0,5,1,3,0.64,0.2424,0.83,0.2239,21,100,121
14156,8/18/2012,3,1,8,0,0,6,0,2,0.64,0.5758,0.83,0.2239,6,99,105
14157,8/18/2012,3,1,8,1,0,6,0,3,0.62,0.5455,0.94,0.1642,14,78,92
14158,8/18/2012,3,1,8,2,0,6,0,3,0.62,0.5606,0.88,0.1642,4,39,43
14159,8/18/2012,3,1,8,3,0,6,0,1,0.62,0.5606,0.88,0.194,7,23,30
14160,8/18/2012,3,1,8,4,0,6,0,1,0.62,0.5909,0.73,0.2239,5,8,13
14161,8/18/2012,3,1,8,5,0,6,0,1,0.6,0.5758,0.78,0.2537,2,7,9
14162,8/18/2012,3,1,8,6,0,6,0,1,0.6,0.5606,0.83,0.2239,4,23,27
14163,8/18/2012,3,1,8,7,0,6,0,1,0.6,0.5606,0.83,0.2239,12,52,64
14164,8/18/2012,3,1,8,8,0,6,0,1,0.64,0.6061,0.69,0.2537,28,161,189
14165,8/18/2012,3,1,8,9,0,6,0,1,0.66,0.6212,0.65,0.2836,81,211,292
14166,8/18/2012,3,1,8,10,0,6,0,1,0.7,0.6515,0.54,0.1642,166,314,480
14167,8/18/2012,3,1,8,11,0,6,0,1,0.72,0.6667,0.51,0,180,356,536
14168,8/18/2012,3,1,8,12,0,6,0,1,0.76,0.6667,0.37,0.194,266,388,654
14169,8/18/2012,3,1,8,13,0,6,0,1,0.74,0.6515,0.4,0.194,289,355,644
14170,8/18/2012,3,1,8,14,0,6,0,1,0.76,0.6667,0.37,0.2836,242,356,598
14171,8/18/2012,3,1,8,15,0,6,0,1,0.76,0.6667,0.37,0.2239,250,346,596
14172,8/18/2012,3,1,8,16,0,6,0,1,0.76,0.6667,0.37,0.2537,287,354,641
14173,8/18/2012,3,1,8,17,0,6,0,1,0.76,0.6667,0.37,0.2239,256,379,635
14174,8/18/2012,3,1,8,18,0,6,0,1,0.74,0.6515,0.37,0.1642,225,329,554
14175,8/18/2012,3,1,8,19,0,6,0,1,0.7,0.6364,0.45,0.1642,164,324,488
14176,8/18/2012,3,1,8,20,0,6,0,1,0.7,0.6364,0.45,0.1045,99,242,341
14177,8/18/2012,3,1,8,21,0,6,0,1,0.66,0.6212,0.61,0,90,248,338
14178,8/18/2012,3,1,8,22,0,6,0,1,0.66,0.6212,0.61,0,90,171,261
14179,8/18/2012,3,1,8,23,0,6,0,1,0.64,0.6061,0.65,0.0896,60,175,235
14180,8/19/2012,3,1,8,0,0,0,0,1,0.66,0.6212,0.57,0.0896,44,143,187
14181,8/19/2012,3,1,8,1,0,0,0,1,0.64,0.6061,0.65,0,29,102,131
14182,8/19/2012,3,1,8,2,0,0,0,2,0.62,0.6061,0.69,0.0896,16,103,119
14183,8/19/2012,3,1,8,3,0,0,0,2,0.62,0.6061,0.61,0.1642,21,34,55
14184,8/19/2012,3,1,8,4,0,0,0,2,0.62,0.6061,0.65,0.1642,4,22,26
14185,8/19/2012,3,1,8,5,0,0,0,2,0.6,0.5909,0.73,0.1343,3,8,11
14186,8/19/2012,3,1,8,6,0,0,0,2,0.62,0.6061,0.69,0.1045,5,15,20
14187,8/19/2012,3,1,8,7,0,0,0,2,0.62,0.6061,0.69,0.1343,12,29,41
14188,8/19/2012,3,1,8,8,0,0,0,2,0.64,0.6061,0.69,0.1045,34,90,124
14189,8/19/2012,3,1,8,9,0,0,0,2,0.66,0.6212,0.74,0,86,184,270
14190,8/19/2012,3,1,8,10,0,0,0,2,0.68,0.6364,0.69,0,138,287,425
14191,8/19/2012,3,1,8,11,0,0,0,3,0.64,0.5909,0.78,0.1642,83,189,272
14192,8/19/2012,3,1,8,12,0,0,0,3,0.64,0.6061,0.73,0,112,186,298
14193,8/19/2012,3,1,8,13,0,0,0,3,0.64,0.5758,0.83,0.1343,50,112,162
14194,8/19/2012,3,1,8,14,0,0,0,3,0.64,0.6061,0.73,0,41,108,149
14195,8/19/2012,3,1,8,15,0,0,0,2,0.64,0.6061,0.65,0,89,187,276
14196,8/19/2012,3,1,8,16,0,0,0,2,0.66,0.6212,0.65,0,97,259,356
14197,8/19/2012,3,1,8,17,0,0,0,2,0.64,0.5909,0.78,0.1045,76,267,343
14198,8/19/2012,3,1,8,18,0,0,0,2,0.64,0.5909,0.78,0.1045,86,291,377
14199,8/19/2012,3,1,8,19,0,0,0,2,0.64,0.6061,0.73,0.1343,72,269,341
14200,8/19/2012,3,1,8,20,0,0,0,2,0.64,0.6061,0.73,0.194,61,213,274
14201,8/19/2012,3,1,8,21,0,0,0,3,0.62,0.5909,0.78,0.0896,36,154,190
14202,8/19/2012,3,1,8,22,0,0,0,2,0.62,0.5909,0.78,0.1642,6,50,56
14203,8/19/2012,3,1,8,23,0,0,0,2,0.62,0.5909,0.73,0,7,39,46
14204,8/20/2012,3,1,8,0,0,1,1,2,0.6,0.5606,0.83,0.1045,1,25,26
14205,8/20/2012,3,1,8,1,0,1,1,1,0.6,0.5606,0.83,0.1642,0,10,10
14206,8/20/2012,3,1,8,2,0,1,1,1,0.6,0.5606,0.83,0.1642,0,5,5
14207,8/20/2012,3,1,8,3,0,1,1,1,0.6,0.5455,0.88,0.1045,0,3,3
14208,8/20/2012,3,1,8,4,0,1,1,2,0.6,0.5606,0.83,0.0896,0,7,7
14209,8/20/2012,3,1,8,5,0,1,1,2,0.6,0.5606,0.83,0,2,35,37
14210,8/20/2012,3,1,8,6,0,1,1,2,0.6,0.5758,0.78,0.1343,6,155,161
14211,8/20/2012,3,1,8,7,0,1,1,2,0.62,0.5909,0.78,0.1343,15,427,442
14212,8/20/2012,3,1,8,8,0,1,1,2,0.62,0.5909,0.73,0.1045,37,618,655
14213,8/20/2012,3,1,8,9,0,1,1,2,0.64,0.6061,0.69,0,55,302,357
14214,8/20/2012,3,1,8,10,0,1,1,2,0.64,0.6061,0.69,0.0896,69,124,193
14215,8/20/2012,3,1,8,11,0,1,1,1,0.66,0.6212,0.65,0.1045,90,151,241
14216,8/20/2012,3,1,8,12,0,1,1,2,0.66,0.6212,0.61,0.1045,66,216,282
14217,8/20/2012,3,1,8,13,0,1,1,1,0.7,0.6515,0.58,0.1343,97,194,291
14218,8/20/2012,3,1,8,14,0,1,1,1,0.72,0.6667,0.54,0.1642,87,188,275
14219,8/20/2012,3,1,8,15,0,1,1,1,0.72,0.6667,0.54,0.2537,102,207,309
14220,8/20/2012,3,1,8,16,0,1,1,1,0.72,0.6667,0.54,0.2537,103,357,460
14221,8/20/2012,3,1,8,17,0,1,1,1,0.7,0.6515,0.58,0.2836,83,810,893
14222,8/20/2012,3,1,8,18,0,1,1,2,0.62,0.5909,0.78,0.2537,89,726,815
14223,8/20/2012,3,1,8,19,0,1,1,2,0.62,0.5909,0.78,0.194,33,266,299
14224,8/20/2012,3,1,8,20,0,1,1,2,0.62,0.5758,0.83,0.2836,30,231,261
14225,8/20/2012,3,1,8,21,0,1,1,1,0.6,0.5606,0.83,0,26,219,245
14226,8/20/2012,3,1,8,22,0,1,1,2,0.6,0.5606,0.83,0,25,136,161
14227,8/20/2012,3,1,8,23,0,1,1,2,0.6,0.5606,0.83,0,10,92,102
14228,8/21/2012,3,1,8,0,0,2,1,2,0.6,0.5606,0.83,0.0896,7,52,59
14229,8/21/2012,3,1,8,1,0,2,1,2,0.6,0.5606,0.83,0.1343,11,22,33
14230,8/21/2012,3,1,8,2,0,2,1,2,0.58,0.5455,0.88,0.2836,1,7,8
14231,8/21/2012,3,1,8,3,0,2,1,1,0.56,0.5303,0.88,0,0,3,3
14232,8/21/2012,3,1,8,4,0,2,1,1,0.56,0.5303,0.88,0,0,4,4
14233,8/21/2012,3,1,8,5,0,2,1,1,0.56,0.5303,0.83,0.0896,4,30,34
14234,8/21/2012,3,1,8,6,0,2,1,1,0.56,0.5303,0.83,0.1045,5,164,169
14235,8/21/2012,3,1,8,7,0,2,1,1,0.6,0.5758,0.78,0.1045,19,500,519
14236,8/21/2012,3,1,8,8,0,2,1,1,0.6,0.5758,0.78,0.1343,27,696,723
14237,8/21/2012,3,1,8,9,0,2,1,1,0.64,0.6061,0.69,0,47,281,328
14238,8/21/2012,3,1,8,10,0,2,1,1,0.66,0.6212,0.61,0.1045,58,120,178
14239,8/21/2012,3,1,8,11,0,2,1,1,0.7,0.6515,0.54,0,61,195,256
14240,8/21/2012,3,1,8,12,0,2,1,1,0.72,0.6515,0.45,0,79,226,305
14241,8/21/2012,3,1,8,13,0,2,1,1,0.74,0.6515,0.4,0,76,255,331
14242,8/21/2012,3,1,8,14,0,2,1,1,0.76,0.6667,0.37,0.0896,110,192,302
14243,8/21/2012,3,1,8,15,0,2,1,1,0.76,0.6667,0.37,0,76,226,302
14244,8/21/2012,3,1,8,16,0,2,1,1,0.76,0.6667,0.37,0,109,358,467
14245,8/21/2012,3,1,8,17,0,2,1,1,0.74,0.6667,0.51,0.2836,92,786,878
14246,8/21/2012,3,1,8,18,0,2,1,1,0.72,0.6667,0.54,0.2239,93,532,625
14247,8/21/2012,3,1,8,19,0,2,1,3,0.62,0.5909,0.73,0.1045,56,420,476
14248,8/21/2012,3,1,8,20,0,2,1,1,0.64,0.6061,0.73,0,62,296,358
14249,8/21/2012,3,1,8,21,0,2,1,1,0.64,0.6061,0.73,0,41,239,280
14250,8/21/2012,3,1,8,22,0,2,1,1,0.64,0.5909,0.78,0,24,208,232
14251,8/21/2012,3,1,8,23,0,2,1,1,0.62,0.5758,0.83,0,23,113,136
14252,8/22/2012,3,1,8,0,0,3,1,1,0.62,0.5758,0.83,0.1045,9,46,55
14253,8/22/2012,3,1,8,1,0,3,1,1,0.62,0.5909,0.78,0,1,20,21
14254,8/22/2012,3,1,8,2,0,3,1,1,0.62,0.5909,0.78,0,7,10,17
14255,8/22/2012,3,1,8,3,0,3,1,1,0.62,0.5909,0.78,0,0,7,7
14256,8/22/2012,3,1,8,4,0,3,1,1,0.58,0.5455,0.83,0.1045,1,7,8
14257,8/22/2012,3,1,8,5,0,3,1,1,0.6,0.5758,0.78,0,2,38,40
14258,8/22/2012,3,1,8,6,0,3,1,1,0.62,0.5909,0.73,0,12,175,187
14259,8/22/2012,3,1,8,7,0,3,1,1,0.62,0.5909,0.78,0,16,537,553
14260,8/22/2012,3,1,8,8,0,3,1,1,0.64,0.6061,0.73,0.0896,37,703,740
14261,8/22/2012,3,1,8,9,0,3,1,1,0.68,0.6364,0.65,0,41,335,376
14262,8/22/2012,3,1,8,10,0,3,1,1,0.7,0.6515,0.61,0.0896,66,159,225
14263,8/22/2012,3,1,8,11,0,3,1,1,0.72,0.6667,0.58,0.0896,71,196,267
14264,8/22/2012,3,1,8,12,0,3,1,1,0.74,0.6667,0.51,0,59,253,312
14265,8/22/2012,3,1,8,13,0,3,1,1,0.76,0.6818,0.48,0.1045,74,242,316
14266,8/22/2012,3,1,8,14,0,3,1,1,0.76,0.6818,0.45,0.1045,82,184,266
14267,8/22/2012,3,1,8,15,0,3,1,1,0.76,0.6818,0.48,0.1343,94,222,316
14268,8/22/2012,3,1,8,16,0,3,1,3,0.74,0.6818,0.55,0.2239,102,358,460
14269,8/22/2012,3,1,8,17,0,3,1,3,0.74,0.6818,0.55,0.2239,72,711,783
14270,8/22/2012,3,1,8,18,0,3,1,3,0.66,0.6212,0.61,0.2239,91,592,683
14271,8/22/2012,3,1,8,19,0,3,1,2,0.66,0.6212,0.74,0,56,524,580
14272,8/22/2012,3,1,8,20,0,3,1,1,0.64,0.6061,0.73,0.194,59,332,391
14273,8/22/2012,3,1,8,21,0,3,1,1,0.64,0.6061,0.73,0,60,291,351
14274,8/22/2012,3,1,8,22,0,3,1,1,0.64,0.6061,0.73,0,55,226,281
14275,8/22/2012,3,1,8,23,0,3,1,1,0.64,0.5758,0.83,0,27,113,140
14276,8/23/2012,3,1,8,0,0,4,1,1,0.64,0.5909,0.78,0,9,51,60
14277,8/23/2012,3,1,8,1,0,4,1,1,0.62,0.5758,0.83,0,10,15,25
14278,8/23/2012,3,1,8,2,0,4,1,1,0.62,0.5758,0.83,0,9,11,20
14279,8/23/2012,3,1,8,3,0,4,1,1,0.62,0.5758,0.83,0.0896,3,6,9
14280,8/23/2012,3,1,8,4,0,4,1,1,0.62,0.5758,0.83,0,0,6,6
14281,8/23/2012,3,1,8,5,0,4,1,1,0.62,0.5758,0.83,0,1,36,37
14282,8/23/2012,3,1,8,6,0,4,1,2,0.6,0.5455,0.88,0.0896,14,178,192
14283,8/23/2012,3,1,8,7,0,4,1,2,0.62,0.5758,0.83,0.0896,18,463,481
14284,8/23/2012,3,1,8,8,0,4,1,2,0.66,0.6212,0.74,0.0896,45,662,707
14285,8/23/2012,3,1,8,9,0,4,1,2,0.7,0.6515,0.7,0,58,354,412
14286,8/23/2012,3,1,8,10,0,4,1,1,0.74,0.6818,0.58,0.0896,76,157,233
14287,8/23/2012,3,1,8,11,0,4,1,1,0.76,0.6818,0.48,0.0896,86,192,278
14288,8/23/2012,3,1,8,12,0,4,1,1,0.78,0.6818,0.38,0,97,235,332
14289,8/23/2012,3,1,8,13,0,4,1,1,0.82,0.7273,0.38,0.0896,93,253,346
14290,8/23/2012,3,1,8,14,0,4,1,1,0.78,0.697,0.46,0.2239,114,191,305
14291,8/23/2012,3,1,8,15,0,4,1,1,0.78,0.697,0.46,0.1343,104,201,305
14292,8/23/2012,3,1,8,16,0,4,1,1,0.76,0.6818,0.48,0.1642,121,344,465
14293,8/23/2012,3,1,8,17,0,4,1,1,0.76,0.6818,0.45,0.2239,111,709,820
14294,8/23/2012,3,1,8,18,0,4,1,1,0.74,0.6667,0.48,0.2239,130,811,941
14295,8/23/2012,3,1,8,19,0,4,1,1,0.72,0.6667,0.51,0.0896,96,537,633
14296,8/23/2012,3,1,8,20,0,4,1,1,0.7,0.6515,0.61,0.1045,70,404,474
14297,8/23/2012,3,1,8,21,0,4,1,1,0.7,0.6515,0.61,0.1343,53,276,329
14298,8/23/2012,3,1,8,22,0,4,1,2,0.68,0.6364,0.61,0.1045,21,177,198
14299,8/23/2012,3,1,8,23,0,4,1,2,0.66,0.6212,0.69,0,24,133,157
14300,8/24/2012,3,1,8,0,0,5,1,2,0.66,0.6212,0.69,0,27,84,111
14301,8/24/2012,3,1,8,1,0,5,1,2,0.64,0.6061,0.73,0,5,37,42
14302,8/24/2012,3,1,8,2,0,5,1,1,0.66,0.6212,0.69,0,1,15,16
14303,8/24/2012,3,1,8,3,0,5,1,1,0.64,0.6061,0.73,0,2,6,8
14304,8/24/2012,3,1,8,4,0,5,1,2,0.64,0.6061,0.73,0,2,6,8
14305,8/24/2012,3,1,8,5,0,5,1,1,0.64,0.5909,0.78,0,1,37,38
14306,8/24/2012,3,1,8,6,0,5,1,2,0.62,0.5758,0.83,0,9,142,151
14307,8/24/2012,3,1,8,7,0,5,1,2,0.64,0.5909,0.78,0,13,412,425
14308,8/24/2012,3,1,8,8,0,5,1,2,0.66,0.6212,0.74,0,41,703,744
14309,8/24/2012,3,1,8,9,0,5,1,2,0.72,0.6667,0.58,0,58,331,389
14310,8/24/2012,3,1,8,10,0,5,1,2,0.76,0.6818,0.48,0,78,184,262
14311,8/24/2012,3,1,8,11,0,5,1,2,0.76,0.6818,0.48,0.1045,69,212,281
14312,8/24/2012,3,1,8,12,0,5,1,2,0.76,0.6818,0.45,0.0896,95,276,371
14313,8/24/2012,3,1,8,13,0,5,1,2,0.8,0.7121,0.41,0.1045,79,272,351
14314,8/24/2012,3,1,8,14,0,5,1,1,0.78,0.697,0.43,0.1045,109,229,338
14315,8/24/2012,3,1,8,15,0,5,1,2,0.76,0.6818,0.48,0.1343,99,251,350
14316,8/24/2012,3,1,8,16,0,5,1,2,0.76,0.6818,0.48,0.1343,101,414,515
14317,8/24/2012,3,1,8,17,0,5,1,2,0.74,0.6667,0.51,0.2239,117,695,812
14318,8/24/2012,3,1,8,18,0,5,1,2,0.72,0.6818,0.62,0.194,109,627,736
14319,8/24/2012,3,1,8,19,0,5,1,2,0.72,0.6667,0.58,0.1642,106,430,536
14320,8/24/2012,3,1,8,20,0,5,1,2,0.7,0.6515,0.65,0.2239,66,297,363
14321,8/24/2012,3,1,8,21,0,5,1,2,0.7,0.6515,0.61,0.1642,58,248,306
14322,8/24/2012,3,1,8,22,0,5,1,2,0.7,0.6515,0.61,0,42,209,251
14323,8/24/2012,3,1,8,23,0,5,1,2,0.68,0.6364,0.69,0.0896,38,140,178
14324,8/25/2012,3,1,8,0,0,6,0,2,0.7,0.6515,0.61,0,21,114,135
14325,8/25/2012,3,1,8,1,0,6,0,2,0.68,0.6364,0.69,0,15,100,115
14326,8/25/2012,3,1,8,2,0,6,0,2,0.66,0.6212,0.74,0.0896,18,61,79
14327,8/25/2012,3,1,8,3,0,6,0,1,0.66,0.6212,0.69,0.0896,7,31,38
14328,8/25/2012,3,1,8,4,0,6,0,2,0.66,0.6212,0.69,0.1045,3,9,12
14329,8/25/2012,3,1,8,5,0,6,0,2,0.64,0.6061,0.73,0.1642,4,10,14
14330,8/25/2012,3,1,8,6,0,6,0,2,0.64,0.5909,0.78,0.1642,5,25,30
14331,8/25/2012,3,1,8,7,0,6,0,2,0.64,0.5909,0.78,0.194,14,88,102
14332,8/25/2012,3,1,8,8,0,6,0,2,0.66,0.6212,0.74,0.2537,29,133,162
14333,8/25/2012,3,1,8,9,0,6,0,2,0.68,0.6364,0.69,0.2836,60,228,288
14334,8/25/2012,3,1,8,10,0,6,0,2,0.7,0.6515,0.65,0.2985,148,294,442
14335,8/25/2012,3,1,8,11,0,6,0,2,0.72,0.6818,0.62,0.2836,143,314,457
14336,8/25/2012,3,1,8,12,0,6,0,3,0.72,0.6667,0.54,0.3881,217,367,584
14337,8/25/2012,3,1,8,13,0,6,0,2,0.72,0.6667,0.51,0.3582,186,331,517
14338,8/25/2012,3,1,8,14,0,6,0,3,0.66,0.6212,0.65,0.2537,150,332,482
14339,8/25/2012,3,1,8,15,0,6,0,2,0.64,0.6061,0.73,0.3284,79,154,233
14340,8/25/2012,3,1,8,16,0,6,0,2,0.66,0.6212,0.74,0.2985,174,260,434
14341,8/25/2012,3,1,8,17,0,6,0,2,0.66,0.6212,0.74,0.3284,132,271,403
14342,8/25/2012,3,1,8,18,0,6,0,2,0.66,0.6212,0.69,0.4627,122,261,383
14343,8/25/2012,3,1,8,19,0,6,0,2,0.64,0.5909,0.78,0.2985,97,257,354
14344,8/25/2012,3,1,8,20,0,6,0,3,0.62,0.5758,0.83,0.2537,65,176,241
14345,8/25/2012,3,1,8,21,0,6,0,1,0.62,0.5758,0.83,0.3582,60,148,208
14346,8/25/2012,3,1,8,22,0,6,0,1,0.62,0.5758,0.83,0.3582,46,136,182
14347,8/25/2012,3,1,8,23,0,6,0,2,0.62,0.5758,0.83,0.2537,34,124,158
14348,8/26/2012,3,1,8,0,0,0,0,1,0.64,0.5758,0.89,0.2537,23,111,134
14349,8/26/2012,3,1,8,1,0,0,0,1,0.64,0.5758,0.89,0.194,18,116,134
14350,8/26/2012,3,1,8,2,0,0,0,2,0.64,0.5758,0.89,0.2239,12,104,116
14351,8/26/2012,3,1,8,3,0,0,0,2,0.64,0.5758,0.89,0.2537,11,42,53
14352,8/26/2012,3,1,8,4,0,0,0,2,0.64,0.5758,0.89,0.194,5,11,16
14353,8/26/2012,3,1,8,5,0,0,0,1,0.64,0.5758,0.89,0.194,3,13,16
14354,8/26/2012,3,1,8,6,0,0,0,1,0.62,0.5606,0.88,0.2985,5,16,21
14355,8/26/2012,3,1,8,7,0,0,0,1,0.64,0.5758,0.89,0.194,11,23,34
14356,8/26/2012,3,1,8,8,0,0,0,1,0.68,0.6364,0.79,0.2836,21,112,133
14357,8/26/2012,3,1,8,9,0,0,0,1,0.68,0.6364,0.79,0.2537,67,196,263
14358,8/26/2012,3,1,8,10,0,0,0,1,0.74,0.697,0.66,0.3881,127,258,385
14359,8/26/2012,3,1,8,11,0,0,0,1,0.74,0.697,0.66,0.3582,150,332,482
14360,8/26/2012,3,1,8,12,0,0,0,3,0.72,0.697,0.74,0.3582,225,401,626
14361,8/26/2012,3,1,8,13,0,0,0,3,0.66,0.6061,0.78,0.4179,166,375,541
14362,8/26/2012,3,1,8,14,0,0,0,1,0.64,0.5758,0.89,0.1045,125,252,377
14363,8/26/2012,3,1,8,15,0,0,0,3,0.64,0.5758,0.89,0.2836,132,259,391
14364,8/26/2012,3,1,8,16,0,0,0,3,0.64,0.5758,0.89,0.2836,57,116,173
14365,8/26/2012,3,1,8,17,0,0,0,1,0.64,0.5758,0.89,0.2239,61,172,233
14366,8/26/2012,3,1,8,18,0,0,0,2,0.64,0.5758,0.89,0.0896,77,187,264
14367,8/26/2012,3,1,8,19,0,0,0,2,0.64,0.5758,0.89,0.1642,80,212,292
14368,8/26/2012,3,1,8,20,0,0,0,1,0.64,0.5758,0.89,0.1642,40,171,211
14369,8/26/2012,3,1,8,21,0,0,0,1,0.64,0.5758,0.83,0.1343,26,140,166
14370,8/26/2012,3,1,8,22,0,0,0,1,0.62,0.5606,0.88,0.0896,20,94,114
14371,8/26/2012,3,1,8,23,0,0,0,1,0.62,0.5758,0.83,0.0896,21,59,80
14372,8/27/2012,3,1,8,0,0,1,1,1,0.62,0.5758,0.83,0,4,28,32
14373,8/27/2012,3,1,8,1,0,1,1,1,0.62,0.5606,0.88,0.0896,3,4,7
14374,8/27/2012,3,1,8,2,0,1,1,1,0.62,0.5606,0.88,0.1343,0,8,8
14375,8/27/2012,3,1,8,3,0,1,1,1,0.62,0.5606,0.88,0.0896,1,3,4
14376,8/27/2012,3,1,8,4,0,1,1,1,0.62,0.5758,0.83,0,1,11,12
14377,8/27/2012,3,1,8,5,0,1,1,1,0.62,0.5606,0.88,0,4,32,36
14378,8/27/2012,3,1,8,6,0,1,1,1,0.62,0.5606,0.88,0,4,141,145
14379,8/27/2012,3,1,8,7,0,1,1,1,0.66,0.6061,0.83,0,15,418,433
14380,8/27/2012,3,1,8,8,0,1,1,1,0.66,0.6061,0.83,0.0896,29,670,699
14381,8/27/2012,3,1,8,9,0,1,1,1,0.66,0.6061,0.83,0.1045,40,302,342
14382,8/27/2012,3,1,8,10,0,1,1,1,0.72,0.697,0.74,0.1343,63,143,206
14383,8/27/2012,3,1,8,11,0,1,1,1,0.74,0.697,0.66,0.194,47,182,229
14384,8/27/2012,3,1,8,12,0,1,1,1,0.76,0.7121,0.62,0,69,214,283
14385,8/27/2012,3,1,8,13,0,1,1,1,0.76,0.7121,0.57,0.1642,77,211,288
14386,8/27/2012,3,1,8,14,0,1,1,1,0.8,0.7424,0.49,0.0896,66,180,246
14387,8/27/2012,3,1,8,15,0,1,1,1,0.8,0.7576,0.55,0.2985,77,205,282
14388,8/27/2012,3,1,8,16,0,1,1,1,0.8,0.7576,0.55,0.2537,77,367,444
14389,8/27/2012,3,1,8,17,0,1,1,1,0.8,0.7273,0.46,0.2239,101,744,845
14390,8/27/2012,3,1,8,18,0,1,1,1,0.78,0.7121,0.52,0.2537,83,751,834
14391,8/27/2012,3,1,8,19,0,1,1,1,0.74,0.697,0.7,0.2239,74,499,573
14392,8/27/2012,3,1,8,20,0,1,1,1,0.74,0.697,0.7,0.194,50,366,416
14393,8/27/2012,3,1,8,21,0,1,1,1,0.72,0.697,0.74,0.194,39,239,278
14394,8/27/2012,3,1,8,22,0,1,1,1,0.7,0.6667,0.84,0.194,30,131,161
14395,8/27/2012,3,1,8,23,0,1,1,1,0.7,0.6667,0.84,0.1642,35,79,114
14396,8/28/2012,3,1,8,0,0,2,1,1,0.7,0.6667,0.84,0.2537,9,29,38
14397,8/28/2012,3,1,8,1,0,2,1,1,0.68,0.6364,0.89,0.194,4,17,21
14398,8/28/2012,3,1,8,2,0,2,1,1,0.68,0.6364,0.83,0.2537,2,13,15
14399,8/28/2012,3,1,8,3,0,2,1,1,0.66,0.5909,0.89,0.1343,0,4,4
14400,8/28/2012,3,1,8,4,0,2,1,1,0.66,0.6061,0.83,0.1343,2,6,8
14401,8/28/2012,3,1,8,5,0,2,1,2,0.66,0.6061,0.83,0.0896,3,39,42
14402,8/28/2012,3,1,8,6,0,2,1,2,0.66,0.5909,0.89,0.1045,3,144,147
14403,8/28/2012,3,1,8,7,0,2,1,2,0.66,0.6061,0.83,0.1045,14,255,269
14404,8/28/2012,3,1,8,8,0,2,1,2,0.66,0.6212,0.85,0.1045,25,668,693
14405,8/28/2012,3,1,8,9,0,2,1,2,0.7,0.6667,0.79,0.1642,44,351,395
14406,8/28/2012,3,1,8,10,0,2,1,1,0.74,0.6818,0.62,0.2537,39,165,204
14407,8/28/2012,3,1,8,11,0,2,1,1,0.78,0.7273,0.55,0.2537,47,171,218
14408,8/28/2012,3,1,8,12,0,2,1,1,0.8,0.7424,0.49,0.2836,56,241,297
14409,8/28/2012,3,1,8,13,0,2,1,1,0.82,0.7424,0.43,0.2985,56,232,288
14410,8/28/2012,3,1,8,14,0,2,1,1,0.84,0.7424,0.38,0.3284,72,179,251
14411,8/28/2012,3,1,8,15,0,2,1,1,0.82,0.7273,0.34,0.2985,59,258,317
14412,8/28/2012,3,1,8,16,0,2,1,1,0.82,0.7121,0.33,0.3284,84,396,480
