"","X","carat","cut","color","clarity","depth","table","price","x","y","z"
"41425",41425,0.54,"Ideal","H","SI1",62.5,53,1227,5.22,5.25,3.27
"4807",4807,0.9,"Good","F","SI1",58,58,3699,6.24,6.28,3.63
"42907",42907,0.39,"Premium","E","VVS1",60.7,58,1362,4.73,4.69,2.86
"12975",12975,1.03,"Very Good","D","SI1",61.8,57,5393,6.49,6.53,4.02
"418",418,0.36,"Ideal","I","VS2",61.9,56,556,4.54,4.57,2.82
"32550",32550,0.27,"Ideal","D","VVS1",62.2,56,799,4.15,4.12,2.57
"22413",22413,1.19,"Ideal","F","VVS2",61.7,56,10436,6.82,6.85,4.22
"52597",52597,0.53,"Very Good","D","VVS2",60.5,57,2542,5.23,5.31,3.19
"27191",27191,1.7,"Good","D","VS2",63.6,56,17485,7.56,7.5,4.79
"11770",11770,1,"Very Good","E","SI1",60.9,59,5082,6.38,6.43,3.9
"46280",46280,0.56,"Very Good","E","VS2",61.7,56,1755,5.25,5.31,3.26
"49857",49857,0.67,"Very Good","F","VS2",63.2,60,2171,5.55,5.5,3.49
"47056",47056,0.61,"Ideal","G","VS2",61.4,55.7,1821,5.43,5.53,3.37
"28916",28916,0.3,"Good","H","VVS1",63.3,60,684,4.22,4.25,2.68
"28278",28278,0.31,"Very Good","J","SI1",61.9,59,363,4.28,4.32,2.66
"6697",6697,0.31,"Ideal","G","SI2",60.5,57,408,4.36,4.4,2.65
"7843",7843,1.02,"Very Good","H","SI2",59.7,58,4303,6.53,6.57,3.91
"24085",24085,1.7,"Very Good","H","VS2",63.3,57,12228,7.59,7.54,4.79
"39720",39720,0.51,"Very Good","H","SI1",63,57,1090,5.11,5.14,3.23
"1909",1909,1,"Premium","H","SI2",62.8,60,3080,6.46,6.34,4.02
"46436",46436,0.54,"Good","E","VS2",60.2,61,1771,5.27,5.32,3.19
"45560",45560,0.64,"Very Good","F","SI1",60.7,59,1688,5.51,5.59,3.37
"49",49,0.25,"Very Good","E","VS2",63.3,60,404,4,4.03,2.54
"10050",10050,0.31,"Very Good","I","SI1",62.3,58,418,4.35,4.38,2.72
"44598",44598,0.53,"Ideal","H","VS1",61.3,57,1607,5.22,5.18,3.19
"21552",21552,1.21,"Very Good","F","VS1",61.1,61,9656,6.79,6.87,4.17
"29551",29551,0.25,"Ideal","F","VVS2",61.7,56,705,4.06,4.07,2.51
"37967",37967,0.41,"Very Good","F","VS1",60.8,58,1007,4.76,4.82,2.91
"8856",8856,1.01,"Fair","G","VS2",66.8,56,4480,6.15,6.09,4.09
"24983",24983,2.01,"Very Good","I","SI2",60.9,60,13488,8,8.15,4.92
"35787",35787,0.32,"Ideal","D","VS2",62,54,912,4.39,4.42,2.73
"45135",45135,0.56,"Premium","H","VS1",59.8,62,1653,5.36,5.31,3.19
"10201",10201,1.08,"Ideal","H","SI1",62.7,57,4740,6.48,6.51,4.07
"14241",14241,1.23,"Premium","J","VVS2",61.2,57,5768,6.92,6.86,4.22
"13471",13471,1.01,"Premium","D","SI1",58.9,58,5532,6.57,6.54,3.86
"46869",46869,0.53,"Ideal","G","VS1",62.7,55,1813,5.18,5.16,3.24
"9119",9119,1.12,"Very Good","I","SI2",61.2,59,4533,6.69,6.74,4.11
"4911",4911,0.9,"Very Good","F","SI1",61.6,56,3724,6.14,6.2,3.8
"10985",10985,1.01,"Good","E","SI1",63.4,59,4912,6.34,6.38,4.03
"17651",17651,1.08,"Ideal","F","VS2",61.9,55,7110,6.58,6.64,4.09
"33640",33640,0.38,"Premium","G","VS1",61.9,59,833,4.63,4.67,2.88
"23189",23189,1.06,"Ideal","F","IF",61,57,11195,6.64,6.55,4.02
"47808",47808,0.57,"Very Good","F","VVS2",63.2,56,1902,5.28,5.32,3.35
"11661",11661,1.02,"Premium","H","SI1",59.6,57,5055,6.63,6.55,3.93
"47459",47459,0.53,"Premium","D","VS2",61.5,58,1857,5.2,5.24,3.21
"15346",15346,1.01,"Good","E","VS1",65.8,55,6159,6.2,6.23,4.09
"40701",40701,0.4,"Ideal","E","VVS2",62.1,55,1158,4.74,4.76,2.95
"43454",43454,0.5,"Very Good","E","SI1",63.2,57,1415,5.06,5.03,3.19
"28623",28623,0.31,"Very Good","G","SI2",61.7,55,433,4.37,4.4,2.71
"35765",35765,0.4,"Very Good","E","VS2",62,57,912,4.66,4.7,2.9
"53108",53108,0.8,"Very Good","G","SI2",63,55,2616,5.92,5.95,3.74
"21091",21091,1.18,"Ideal","G","VVS1",61.1,57,9260,6.84,6.78,4.16
"39946",39946,0.24,"Good","E","VVS2",65,58,492,3.85,3.9,2.52
"10449",10449,1,"Good","H","SI1",63.7,60,4788,6.33,6.3,4.02
"38988",38988,0.36,"Premium","G","VVS2",61.9,58,1053,4.6,4.54,2.83
"31890",31890,0.3,"Ideal","G","VS1",61.8,55,776,4.33,4.31,2.67
"1964",1964,0.73,"Ideal","G","SI1",60.9,57,3089,5.81,5.85,3.55
"16168",16168,1.02,"Good","E","VS2",63.2,60,6462,6.29,6.34,3.99
"28751",28751,0.31,"Premium","E","VS2",60.3,58,680,4.37,4.42,2.65
"21866",21866,1.01,"Very Good","E","VVS2",61.7,60,9930,6.32,6.35,3.91
"43222",43222,0.4,"Premium","G","IF",59.8,58,1397,4.85,4.79,2.88
"4247",4247,0.82,"Premium","E","VS2",62.6,60,3577,5.97,5.91,3.72
"29146",29146,0.31,"Ideal","E","VS1",61.8,55,692,4.36,4.38,2.7
"23649",23649,1.51,"Ideal","H","VS1",62.6,56,11686,7.32,7.28,4.57
"40078",40078,0.33,"Premium","E","VVS2",60.3,58,1114,4.49,4.47,2.7
"31930",31930,0.3,"Ideal","F","VS2",62,55,776,4.33,4.31,2.68
"17061",17061,0.32,"Premium","G","SI1",62,55,612,4.43,4.41,2.74
"17541",17541,1.34,"Ideal","G","SI2",61.1,56,7058,7.11,7.13,4.35
"9144",9144,1,"Very Good","I","SI1",63.3,56,4538,6.27,6.36,4
"38701",38701,0.37,"Ideal","E","VS2",62.3,56,1041,4.59,4.56,2.85
"17311",17311,1.01,"Very Good","G","VS1",63.1,57,6936,6.32,6.39,4.01
"34881",34881,0.3,"Ideal","G","VVS2",62.2,55,878,4.33,4.29,2.68
"29333",29333,0.31,"Premium","H","VS1",62.6,60,698,4.32,4.3,2.7
"5306",5306,0.93,"Premium","G","SI2",61.7,60,3802,6.25,6.2,3.84
"21014",21014,1.6,"Premium","H","SI2",62.4,60,9229,7.48,7.43,4.65
"2666",2666,0.95,"Premium","I","SI2",62.5,58,3237,6.3,6.24,3.92
"13794",13794,1,"Ideal","E","SI1",62.7,57,5622,6.39,6.49,4.04
"6854",6854,0.8,"Ideal","E","SI1",61.9,55,4125,5.94,5.98,3.69
"45635",45635,0.25,"Very Good","G","VVS1",63,54,525,4.02,4.04,2.54
"50259",50259,0.56,"Very Good","F","VVS2",59.5,61,2236,5.36,5.33,3.18
"34888",34888,0.38,"Ideal","F","VS1",59.8,57,879,4.72,4.75,2.84
"26075",26075,1.57,"Ideal","G","VS1",61.2,57,15301,7.53,7.6,4.63
"42073",42073,0.55,"Good","D","SI2",63.3,56,1272,5.21,5.24,3.31
"8763",8763,0.9,"Good","F","VS2",62.6,57,4466,6.07,6.19,3.84
"26765",26765,1.69,"Premium","F","VS2",58.7,59,16583,7.87,7.78,4.59
"18360",18360,1.11,"Ideal","G","VS2",62,56,7472,6.62,6.65,4.12
"10903",10903,1.18,"Ideal","E","SI2",60.8,57,4885,6.89,6.83,4.17
"49767",49767,0.5,"Premium","F","VVS2",63,57,2160,5.05,5.01,3.17
"48850",48850,0.73,"Fair","G","SI1",65.5,56,2032,5.68,5.62,3.7
"7616",7616,1.01,"Very Good","D","SI2",59.8,57,4260,6.51,6.57,3.91
"35271",35271,0.3,"Ideal","E","VVS1",61.5,57,895,4.33,4.35,2.67
"38585",38585,0.5,"Premium","J","VS1",62.4,61,1035,4.98,4.96,3.1
"38620",38620,0.31,"Very Good","I","VS1",63,58,489,4.29,4.32,2.71
"28227",28227,0.33,"Ideal","H","VVS2",60.9,57,666,4.48,4.52,2.74
"49357",49357,0.71,"Very Good","I","SI1",62,56,2098,5.69,5.72,3.54
"26602",26602,2.11,"Premium","G","SI2",62.2,60,16336,8.19,8.15,5.08
"35416",35416,0.4,"Premium","G","SI1",62,59,900,4.74,4.71,2.93
"24196",24196,2.03,"Premium","J","SI2",62.7,59,12380,8.08,8.02,5.05
"7164",7164,0.93,"Premium","F","SI1",61.1,59,4182,6.32,6.29,3.85
"52577",52577,0.7,"Very Good","E","SI1",63,55,2537,5.61,5.66,3.55
"22536",22536,1.51,"Very Good","G","SI1",59.6,60,10576,7.42,7.45,4.43
"856",856,0.82,"Ideal","H","VS2",59.5,57,2870,6.12,6.09,3.63
"7230",7230,0.9,"Ideal","H","VS1",61.8,56,4194,6.18,6.24,3.84
"3857",3857,0.72,"Ideal","G","VS1",61.7,56,3478,5.75,5.78,3.56
"43603",43603,0.31,"Good","G","VS2",63.2,58,507,4.28,4.3,2.71
"40369",40369,0.5,"Ideal","I","VS1",61.9,54,1130,5.12,5.16,3.18
"27641",27641,2.09,"Premium","H","SI1",61.1,56,18559,8.3,8.23,5.05
"39997",39997,0.41,"Ideal","F","VS2",61.8,56,1107,4.79,4.76,2.95
"1254",1254,0.78,"Very Good","H","VS1",61.7,56,2947,5.92,5.94,3.66
"44261",44261,0.51,"Ideal","I","VVS2",60.6,56,1575,5.18,5.22,3.15
"15849",15849,1.02,"Ideal","D","SI1",62.2,56,6340,6.43,6.47,4
"37223",37223,0.43,"Ideal","F","SI1",62.5,56,975,4.84,4.82,3.02
"51459",51459,0.71,"Ideal","I","SI1",61.4,56,2376,5.73,5.77,3.53
"27906",27906,0.31,"Ideal","D","VS2",61,54,656,4.38,4.44,2.69
"27434",27434,2.28,"Premium","H","SI2",62.1,59,18055,8.44,8.4,5.23
"48175",48175,0.57,"Premium","D","VS2",61.7,60,1944,5.28,5.32,3.27
"28050",28050,0.38,"Very Good","F","SI1",61.5,54,660,4.69,4.71,2.89
"5768",5768,0.9,"Good","F","SI1",62.4,55,3898,6.17,6.21,3.86
"15931",15931,1,"Good","G","VS2",59.1,62,6369,6.42,6.45,3.8
"51690",51690,0.7,"Very Good","H","VS1",60.3,63,2399,5.77,5.73,3.47
"20510",20510,1.25,"Premium","F","VS2",61.5,60,8840,6.93,6.89,4.25
"27129",27129,1.7,"Premium","E","VS2",62.9,58,17323,7.57,7.54,4.75
"12342",12342,0.9,"Ideal","D","SI1",61.2,55,5226,6.25,6.21,3.81
"43306",43306,0.6,"Very Good","I","VS2",60.6,60,1402,5.46,5.49,3.32
"6485",6485,0.9,"Very Good","G","SI1",62.7,59,4059,6.12,6.17,3.85
"47765",47765,0.58,"Ideal","E","VS1",62.6,56,1893,5.33,5.27,3.32
"19616",19616,1.11,"Ideal","F","VS2",60.9,57,8233,6.69,6.75,4.09
"14897",14897,1.26,"Premium","H","SI2",58.6,59,5998,7.09,7.04,4.14
"12125",12125,1,"Very Good","D","VS2",63.4,59,5169,6.35,6.3,4.01
"18052",18052,0.34,"Ideal","H","VS1",62.4,55,615,4.48,4.5,2.8
"35814",35814,0.31,"Ideal","F","IF",62.3,54,914,4.33,4.37,2.71
"41726",41726,0.41,"Ideal","H","IF",62.1,56,1243,4.76,4.74,2.95
"29481",29481,0.32,"Ideal","E","VS2",61.8,55,702,4.4,4.43,2.73
"15628",15628,1.01,"Premium","F","VS2",62.4,56,6271,6.43,6.35,3.99
"17283",17283,1.5,"Fair","E","SI2",64.8,55,6922,7.26,7.15,4.67
"9313",9313,1.02,"Ideal","F","SI2",61.4,56,4578,6.47,6.5,3.98
"46139",46139,0.5,"Ideal","E","VS1",62.7,57,1745,5.04,5.11,3.18
"3402",3402,0.28,"Premium","F","VS2",59.6,61,567,4.28,4.25,2.54
"12942",12942,1.2,"Ideal","G","SI2",62.2,56,5385,6.74,6.84,4.22
"45940",45940,0.52,"Ideal","G","VS1",61.4,56,1722,5.18,5.21,3.19
"1981",1981,0.8,"Very Good","F","SI1",63.1,58,3093,5.89,5.93,3.73
"18156",18156,1.05,"Ideal","G","VS1",62.2,57,7357,6.49,6.51,4.04
"7943",7943,1.02,"Very Good","F","SI2",63,58,4319,6.37,6.43,4.03
"13607",13607,1.3,"Premium","J","SI1",61,59,5569,7.09,7.01,4.3
"26943",26943,2.31,"Premium","I","SI2",58.8,58,17000,8.7,8.64,5.1
"7752",7752,1.02,"Ideal","I","VS2",62.7,56,4281,6.37,6.43,4.01
"20129",20129,1.04,"Ideal","G","VVS2",62.5,55,8590,6.53,6.47,4.06
"14103",14103,1,"Very Good","E","VS2",62.8,63,5720,6.28,6.33,3.96
"44784",44784,0.51,"Ideal","D","VS2",61.8,54,1623,5.12,5.17,3.18
"24367",24367,0.31,"Very Good","E","VS1",61.9,56,636,4.32,4.37,2.69
"1084",1084,0.7,"Premium","D","VS2",60.9,57,2909,5.71,5.69,3.47
"28470",28470,0.32,"Ideal","H","VS1",62.1,55,672,4.4,4.39,2.73
"50016",50016,0.7,"Very Good","F","SI1",62.7,57,2196,5.63,5.67,3.54
"30332",30332,0.41,"Very Good","D","SI2",63.8,57,727,4.71,4.73,3.01
"43379",43379,0.55,"Premium","F","SI1",60.2,58,1410,5.31,5.35,3.21
"40133",40133,0.41,"Ideal","H","VVS1",62.7,54,1115,4.79,4.78,3
"24228",24228,2.01,"Premium","H","SI2",60.8,59,12423,8.08,8,4.89
"42328",42328,0.58,"Good","G","SI1",63.5,56,1295,5.28,5.34,3.37
"17097",17097,1.51,"Fair","H","SI2",65.5,56,6816,7.18,7.13,4.69
"14602",14602,1.23,"Ideal","H","SI1",63,56,5889,6.83,6.79,4.29
"22153",22153,1.35,"Ideal","G","VS1",61.5,56,10193,7.12,7.15,4.39
"25566",25566,2.01,"Fair","J","VS1",66.6,54,14402,7.76,7.92,5.22
"43722",43722,0.51,"Ideal","H","VS1",62.7,57,1438,5.08,5.13,3.2
"4072",4072,0.31,"Ideal","I","VVS1",61.4,54,571,4.38,4.41,2.7
"39925",39925,0.42,"Premium","E","VS1",59.5,59,1105,4.86,4.88,2.9
"31046",31046,0.34,"Ideal","D","SI1",62,55,750,4.53,4.5,2.8
"8605",8605,1.01,"Premium","G","SI2",62.4,58,4442,6.41,6.38,3.99
"50480",50480,0.7,"Good","G","SI2",60.1,65,2268,5.7,5.65,3.41
"38810",38810,0.31,"Very Good","G","VVS1",63.5,57,1046,4.33,4.3,2.74
"30081",30081,0.32,"Premium","I","VVS2",62.1,59,720,4.38,4.35,2.71
"42665",42665,0.62,"Good","E","SI2",59.4,65,1333,5.54,5.48,3.27
"37273",37273,0.26,"Ideal","H","VS1",62.2,54,482,4.09,4.11,2.55
"36195",36195,0.4,"Ideal","G","VVS2",61.6,56,931,4.76,4.79,2.94
"39473",39473,0.41,"Very Good","E","VS1",62.8,58,1079,4.7,4.72,2.96
"51979",51979,0.32,"Ideal","H","SI1",61.9,54,547,4.39,4.43,2.73
"8669",8669,1.02,"Premium","F","SI1",62.6,58,4455,6.42,6.36,4
"16373",16373,0.33,"Very Good","D","SI1",62.8,56,608,4.39,4.43,2.77
"29074",29074,0.28,"Very Good","E","IF",59.6,55,688,4.24,4.31,2.55
"40724",40724,0.41,"Very Good","F","VVS1",62.3,54,1161,4.75,4.79,2.97
"3208",3208,0.91,"Premium","F","SI2",63,59,3346,6.17,6.12,3.87
"31768",31768,0.32,"Ideal","G","VS1",60.7,56,773,4.46,4.43,2.7
"12452",12452,1.21,"Very Good","I","SI1",62.9,56,5245,6.73,6.79,4.25
"39384",39384,0.42,"Ideal","D","VS1",61.4,55,1075,4.9,4.8,2.98
"3059",3059,0.38,"Very Good","J","VS2",60.5,60,566,4.64,4.68,2.82
"29027",29027,0.31,"Ideal","H","VVS1",61.6,55,687,4.37,4.4,2.7
"5752",5752,1.01,"Good","F","SI2",61.5,61,3895,6.33,6.38,3.91
"4699",4699,1.01,"Good","I","SI1",64.1,59,3676,6.24,6.21,3.99
"45668",45668,0.52,"Ideal","G","VS1",61.3,56,1694,5.2,5.17,3.18
"6504",6504,0.9,"Premium","H","VS1",61.8,56,4064,6.18,6.16,3.81
"30219",30219,0.33,"Ideal","E","VS2",61.8,55,723,4.45,4.48,2.76
"37545",37545,0.51,"Ideal","J","VS1",61.6,54,988,5.14,5.18,3.18
"34644",34644,0.31,"Ideal","E","VS2",61.6,57,872,4.38,4.35,2.69
"41246",41246,0.58,"Ideal","F","SI2",62.6,57,1208,5.27,5.33,3.32
"44168",44168,0.6,"Good","G","SI1",61.3,61.2,1565,5.4,5.45,3.33
"47523",47523,0.44,"Ideal","E","VVS1",61.4,55,1868,4.92,4.95,3.03
"5993",5993,1.16,"Ideal","J","SI1",60.7,57,3955,6.77,6.83,4.13
"26347",26347,0.32,"Ideal","F","VS2",61.1,57,645,4.44,4.47,2.72
"32484",32484,0.3,"Ideal","F","VS1",61.8,55,795,4.32,4.36,2.68
"32426",32426,0.35,"Very Good","D","VS1",63.9,55,792,4.49,4.53,2.88
"41611",41611,0.27,"Very Good","G","VVS2",62.4,56,504,4.13,4.16,2.58
"24226",24226,1.52,"Premium","E","SI1",62.5,59,12418,7.33,7.26,4.56
"19675",19675,1.7,"Good","J","VS2",63.6,59,8282,7.53,7.48,4.77
"9239",9239,1.01,"Very Good","H","SI1",62.8,58,4559,6.36,6.38,4
"31857",31857,0.3,"Ideal","H","VVS2",61.7,54,776,4.34,4.31,2.67
"45325",45325,0.32,"Good","E","SI1",63.1,54,524,4.37,4.41,2.77
"42241",42241,0.54,"Ideal","G","SI1",62.6,57,1292,5.18,5.21,3.25
"29478",29478,0.32,"Ideal","F","VS1",61.3,56,702,4.4,4.44,2.71
"50982",50982,0.31,"Good","E","SI1",63.1,54,544,4.31,4.34,2.73
"46213",46213,0.51,"Ideal","F","VS1",61.8,55,1751,5.13,5.16,3.18
"6931",6931,1.01,"Good","F","SI2",64.9,60,4140,6.2,6.25,4.04
"33230",33230,0.33,"Ideal","D","VS2",61.1,56,822,4.5,4.54,2.76
"15133",15133,1.25,"Ideal","J","VVS2",61.1,57,6084,6.94,6.91,4.23
"39875",39875,0.33,"Very Good","E","VVS1",61.5,57,1103,4.44,4.48,2.75
"42704",42704,0.52,"Good","F","SI1",63.8,56,1338,5.12,5.07,3.25
"5032",5032,1.03,"Ideal","F","SI2",61.9,56,3749,6.53,6.49,4.03
"8698",8698,1.58,"Premium","I","I1",60.2,61,4459,7.55,7.51,4.53
"50585",50585,0.7,"Very Good","E","SI2",59.5,56,2281,5.79,5.81,3.45
"36469",36469,0.39,"Very Good","G","VVS1",63.2,57,943,4.62,4.65,2.93
"549",549,0.8,"Premium","E","SI2",60.2,57,2829,6.05,6.01,3.63
"42739",42739,0.51,"Ideal","E","SI1",62.5,56,1343,5.07,5.1,3.18
"22855",22855,1.01,"Premium","E","VVS1",61.6,58,10888,6.57,6.45,4.01
"30067",30067,0.4,"Good","H","SI2",63.8,57,720,4.7,4.67,2.99
"597",597,0.72,"Premium","F","VS1",58.8,60,2838,5.91,5.89,3.47
"3973",3973,0.73,"Ideal","D","VS1",61.1,57,3509,5.85,5.81,3.56
"42151",42151,0.5,"Ideal","F","SI1",59.9,56,1282,5.09,5.36,3.13
"4847",4847,0.71,"Ideal","F","VS1",60.9,57,3710,5.76,5.78,3.51
"34256",34256,0.53,"Ideal","J","SI2",61.9,54,856,5.2,5.23,3.23
"41039",41039,0.41,"Ideal","E","VVS2",62,56,1187,4.72,4.76,2.94
"12946",12946,1.01,"Very Good","D","SI1",60.8,57,5386,6.58,6.54,3.99
"12616",12616,1.12,"Premium","H","SI1",62,56,5291,6.68,6.61,4.12
"34187",34187,0.33,"Premium","G","VS1",62.8,58,854,4.41,4.38,2.76
"51719",51719,0.7,"Premium","F","SI1",62.2,59,2401,5.69,5.73,3.55
"35323",35323,0.31,"Ideal","F","VVS1",61.8,56,897,4.34,4.36,2.69
"27208",27208,2.02,"Very Good","F","SI1",62.7,59,17530,7.97,8.03,5.02
"40851",40851,0.55,"Ideal","G","SI2",62.1,56,1173,5.25,5.28,3.27
"43045",43045,0.51,"Ideal","H","VS2",61.6,55,1375,5.16,5.19,3.19
"43810",43810,0.51,"Ideal","G","VS2",62,56,1443,5.18,5.11,3.19
"16224",16224,1.05,"Ideal","G","VS2",61.9,56,6486,6.52,6.56,4.05
"41792",41792,0.41,"Very Good","E","VVS1",62.9,58,1249,4.72,4.75,2.98
"18928",18928,1.61,"Very Good","I","SI2",60.9,63,7775,7.54,7.5,4.58
"7465",7465,0.9,"Premium","F","VS2",58.7,59,4234,6.34,6.3,3.71
"46674",46674,0.59,"Premium","G","VS2",61.1,57,1789,5.43,5.4,3.31
"49864",49864,0.71,"Premium","I","SI1",60.2,58,2173,5.83,5.76,3.49
"6089",6089,0.7,"Very Good","F","VVS2",61.3,59,3974,5.69,5.73,3.5
"40014",40014,0.31,"Premium","E","VVS2",62.3,56,1107,4.34,4.3,2.69
"25877",25877,2.05,"Premium","J","VS1",62.5,60,14973,8.09,8.14,5.07
"39437",39437,0.41,"Ideal","D","VS2",61.7,56,1076,4.81,4.78,2.96
"4899",4899,0.77,"Ideal","D","VS2",61.8,56,3721,5.84,5.9,3.63
"50809",50809,0.78,"Very Good","F","SI2",61.5,59,2307,5.88,5.95,3.63
"33185",33185,0.41,"Fair","E","SI2",64.7,55,818,4.7,4.67,3.03
"27895",27895,0.32,"Ideal","I","IF",61.7,55,655,4.4,4.42,2.72
"47699",47699,0.59,"Ideal","E","VS2",61.5,56,1883,5.42,5.38,3.32
"18556",18556,1.17,"Premium","G","VS1",62.4,56,7564,6.81,6.75,4.23
"14908",14908,1,"Premium","G","VS1",60.9,60,6000,6.51,6.41,3.91
"25152",25152,2.01,"Fair","G","SI2",65,60,13721,7.8,7.73,5.05
"7027",7027,0.9,"Premium","F","SI1",59.9,59,4158,6.29,6.26,3.76
"16439",16439,1.23,"Very Good","I","VS1",63.1,58,6564,6.77,6.91,4.32
"11018",11018,0.59,"Ideal","D","IF",60.9,60,4916,5.41,5.39,3.29
"979",979,0.81,"Ideal","G","SI2",62.2,57,2894,5.96,6,3.72
"35825",35825,0.48,"Good","G","SI1",64.7,58,914,4.84,4.93,3.16
"35137",35137,0.39,"Ideal","E","VS1",59.9,57,889,4.78,4.8,2.87
"9279",9279,1,"Ideal","H","SI1",61.4,57,4564,6.37,6.34,3.9
"11149",11149,1.11,"Ideal","F","SI2",61.7,55,4942,6.66,6.63,4.1
"41818",41818,0.43,"Premium","F","VVS2",61.6,60,1250,4.86,4.82,2.98
"40207",40207,0.53,"Premium","J","VS2",60.9,59,1122,5.27,5.2,3.19
"26127",26127,2.04,"Very Good","I","SI1",63.1,58,15412,8.06,7.99,5.06
"17557",17557,1.02,"Good","F","VS1",63.7,57,7068,6.35,6.39,4.06
"9096",9096,1.08,"Ideal","J","SI1",61.8,56,4524,6.58,6.55,4.06
"40603",40603,0.23,"Very Good","E","VVS2",63,58,498,3.92,3.95,2.48
"10377",10377,1.2,"Premium","J","SI1",58.5,61,4778,6.95,6.89,4.05
"41941",41941,0.29,"Very Good","D","VS1",62.9,55,504,4.21,4.25,2.66
"19582",19582,1.07,"Ideal","G","VVS2",62.8,54,8212,6.51,6.55,4.1
"22562",22562,1.52,"Ideal","I","IF",62.2,57,10609,7.33,7.27,4.54
"45974",45974,0.3,"Premium","E","SI1",62.5,60,526,4.24,4.27,2.66
"47879",47879,0.52,"Ideal","G","VVS2",62.3,55,1911,5.12,5.16,3.2
"5534",5534,0.92,"Premium","F","SI2",61.8,58,3854,6.19,6.23,3.84
"16028",16028,0.3,"Premium","I","VS1",60.8,59,608,4.32,4.3,2.62
"41864",41864,0.4,"Ideal","G","IF",61.1,56,1257,4.76,4.79,2.92
"51304",51304,0.31,"Good","E","SI1",63.5,57,544,4.28,4.32,2.73
"17535",17535,1.01,"Ideal","F","VS1",61.7,59,7056,6.44,6.42,3.97
"19530",19530,1.01,"Premium","G","VVS2",61.2,58,8163,6.49,6.45,3.96
"33792",33792,0.32,"Premium","E","VVS2",61.1,58,842,4.42,4.45,2.71
"43193",43193,0.58,"Very Good","G","SI1",63.5,56,1393,5.34,5.28,3.37
"33751",33751,0.31,"Ideal","F","VVS1",62.3,54,840,4.34,4.36,2.71
"38648",38648,0.44,"Premium","I","VS1",62.8,56,1040,4.88,4.83,3.05
"13027",13027,0.26,"Ideal","H","VVS1",61.2,56,600,4.16,4.11,2.53
"47049",47049,0.59,"Ideal","D","SI1",62.5,55,1820,5.35,5.4,3.36
"11644",11644,0.65,"Ideal","D","VVS1",60.9,57,5052,5.58,5.61,3.41
"44845",44845,0.52,"Ideal","F","VS2",61.1,56,1625,5.19,5.23,3.18
"11431",11431,1.14,"Ideal","H","SI1",61.6,57,5003,6.7,6.75,4.14
"27306",27306,2.01,"Good","G","SI1",63.9,60,17804,7.81,7.75,4.97
"44936",44936,0.56,"Ideal","G","SI1",61.5,56,1633,5.31,5.32,3.27
"36997",36997,0.41,"Ideal","G","SI1",61.6,55,964,4.81,4.84,2.97
"29143",29143,0.34,"Ideal","F","VS1",61.1,57,692,4.51,4.55,2.77
"3561",3561,1.01,"Premium","H","SI1",59.2,58,3417,6.58,6.56,3.89
"39049",39049,0.41,"Ideal","E","VVS1",62.1,56,1057,4.76,4.78,2.96
"53731",53731,0.78,"Ideal","D","SI2",61.3,56,2722,5.95,5.99,3.66
"38326",38326,0.53,"Ideal","H","SI2",61.9,54,1020,5.21,5.23,3.23
"47040",47040,0.55,"Premium","D","SI1",60.7,58,1819,5.3,5.24,3.2
"30470",30470,0.31,"Very Good","D","SI1",63.4,55,732,4.3,4.28,2.72
"29645",29645,0.35,"Ideal","G","VS1",62.1,56,706,4.52,4.56,2.82
"41575",41575,0.55,"Ideal","I","VS1",62.2,55,1238,5.26,5.29,3.28
"49983",49983,0.73,"Premium","F","SI1",60.6,59,2190,5.81,5.77,3.51
"37734",37734,0.51,"Fair","J","VS2",65.3,55,996,4.97,4.96,3.24
"1302",1302,0.72,"Premium","D","SI1",61.4,59,2954,5.71,5.79,3.53
"1668",1668,0.75,"Premium","E","SI1",61.7,60,3024,5.84,5.8,3.59
"20542",20542,1.15,"Premium","G","VVS1",60.8,58,8863,6.74,6.77,4.11
"32557",32557,0.32,"Ideal","F","VVS2",60.9,56,800,4.44,4.46,2.71
"34769",34769,0.41,"Premium","E","SI2",62.9,58,876,4.75,4.72,2.98
"4672",4672,0.78,"Ideal","E","SI1",60.4,57,3671,5.95,6,3.61
"25950",25950,2.07,"Good","I","VS2",64.1,57,15119,8.07,8,5.15
"34811",34811,0.3,"Very Good","E","VVS2",63.2,59,878,4.28,4.27,2.7
"29184",29184,0.3,"Ideal","F","VVS2",62.5,56,694,4.28,4.33,2.69
"30310",30310,0.34,"Ideal","F","VS2",61.5,55,726,4.53,4.57,2.8
"23618",23618,1.52,"Ideal","E","SI1",62.2,53,11642,7.38,7.31,4.57
"5769",5769,0.91,"Premium","E","SI2",62.8,59,3898,6.16,6.13,3.86
"5670",5670,1.29,"Very Good","J","SI2",63.5,57,3884,6.89,6.87,4.37
"24617",24617,2.3,"Good","I","SI2",63.8,55,12944,8.4,8.35,5.34
"2058",2058,0.32,"Very Good","E","SI1",62.2,57,561,4.38,4.43,2.74
"14866",14866,1.01,"Very Good","F","VS2",61.4,54,5988,6.4,6.47,3.95
"14403",14403,1.06,"Premium","D","SI1",59.4,57,5817,6.72,6.65,3.97
"45424",45424,0.55,"Ideal","E","SI1",62.3,56,1668,5.26,5.23,3.27
"31490",31490,0.34,"Ideal","G","VS2",61.7,56,765,4.53,4.48,2.78
"52544",52544,0.77,"Very Good","J","VVS1",62.8,58,2532,5.78,5.84,3.65
