"Cost4_A" "md_earn_wne_p10" "STATE"
"5997" 27542 43000 "TX"
"5998" 23518 27200 "TX"
"6000" 26603 23900 "TX"
"6001" 23191 27200 "TX"
"6005" 26298 26200 "TN"
"6008" 27370 32400 "GA"
"6009" 25586 53400 "NJ"
"6010" 28392 53400 "MN"
"6018" 26352 53400 "KY"
"6019" 31710 46500 "MN"
"6020" 32945 34400 "IA"
"6021" 26280 26200 "FL"
"6024" 30163 24700 "VA"
"6030" 24325 28700 "MO"
"6040" 36501 27500 "UT"
"6041" 37097 35100 "NC"
"6042" 27789 53400 "CA"
"6043" 24183 34200 "MO"
"6046" 15304 23200 "FL"
"6058" 28803 35700 "MN"
"6059" 32463 35700 "MN"
"6113" 35241 34900 "OH"
"6114" 26249 31700 "UT"
"6116" 26352 53400 "MO"
"6117" 27312 53400 "IA"
"6118" 27552 53400 "TX"
"6119" 26998 53400 "TX"
"6120" 25929 53400 "VA"
"6121" 27312 53400 "NC"
"6124" 26434 27800 "NV"
"6125" 27154 27800 "WA"
"6126" 25552 25200 "TN"
"6127" 28275 26000 "FL"
"6128" 31407 28900 "MN"
"6130" 16557 19200 "LA"
"6131" 26412 38400 "MO"
"6132" 26591 38400 "GA"
"6133" 26170 38400 "MD"
"6134" 27080 38400 "OH"
"6140" 29361 34200 "VA"
"6150" 27371 28300 "AZ"
"6153" 33315 23800 "UT"
"6154" 25924 38200 "CA"
"6155" 29366 25200 "FL"
"6160" 19074 26900 "CA"
"6161" 6157 20900 "FL"
"6164" 19510 24700 "IN"
"6166" 26178 29700 "UT"
"6171" 25694 22100 "KY"
"6172" 32326 46500 "OK"
"6178" 21465 29700 "UT"
"6180" 27035 53400 "GA"
"6181" 26694 53400 "NV"
"6182" 31339 35700 "MN"
"6234" 13940 43000 "GA"
"6235" 35265 25200 "IN"
"6237" 24664 26900 "CA"
"6238" 16558 26900 "CA"
"6240" 28688 29300 "IN"
"6243" 26372 38400 "NC"
"6244" 24925 38400 "CA"
"6245" 25556 38400 "PA"
"6246" 25412 38400 "MI"
"6247" 25992 38400 "KY"
"6248" 26689 38400 "OH"
"6249" 27366 38400 "OK"
"6250" 27442 38400 "OK"
"6251" 26352 53400 "NE"
"6252" 26352 53400 "AR"
"6253" 25663 53400 "IN"
"6254" 25987 53400 "WI"
"6255" 26352 53400 "SC"
"6256" 31412 38200 "CA"
"6257" 20947 37800 "MO"
"6259" 24217 29700 "OH"
"6261" 29306 34200 "VA"
"6264" 18904 22800 "TN"
"6265" 22630 31300 "IL"
"6268" 25475 38200 "CO"
"6269" 26961 28800 "CO"
"6270" 26617 28800 "CO"
"6272" 22414 28300 "WI"
"6275" 26352 53400 "CT"
"6276" 25548 53400 "PA"
"6277" 17825 41700 "FL"
"6278" 23841 37700 "PA"
"6279" 30699 46500 "UT"
"6284" 38706 31600 "TN"
"6285" 31329 51700 "FL"
"6287" 21786 23100 "FL"
"6288" 22123 23100 "FL"
"6289" 21192 21000 "NC"
"6290" 21148 31500 "OH"
"6291" 11635 16200 "PR"
"6292" 11207 16200 "PR"
"6293" 11637 16200 "PR"
"6306" 38246 22100 "KY"
"6351" 34135 29800 "FL"
"6354" 24540 42300 "VA"
"6361" 20037 31500 "OH"
"6363" 24151 25400 "LA"
"6364" 34800 25200 "UT"
"6365" 23065 27500 "OH"
"6366" 27723 27500 "OH"
"6368" 41482 31600 "SC"
"6369" 32410 38200 "CA"
"6370" 25528 23800 "AR"
"6371" 24763 24000 "LA"
"6376" 21747 26400 "MS"
"6377" 27640 38400 "FL"
"6378" 25239 38400 "LA"
"6379" 25610 38400 "SC"
"6380" 26720 38400 "KS"
"6381" 26811 38400 "GA"
"6382" 27371 38400 "AL"
"6383" 27092 38400 "TN"
"6384" 26458 38400 "IN"
"6385" 25183 26400 "TN"
"6386" 31329 51700 "DE"
"6388" 31334 51700 "AL"
"6389" 22082 24700 "IN"
"6392" 29275 27900 "UT"
"6393" 27509 27800 "CA"
"6394" 26990 53400 "AL"
"6395" 23983 27800 "TX"
"6396" 25786 53400 "GA"
"6397" 22332 53400 "DC"
"6398" 26997 53400 "TN"
"6399" 29314 46500 "MI"
"6400" 31662 46500 "TN"
"6401" 25924 38200 "CA"
"6402" 25311 38200 "TN"
"6403" 26372 38200 "CA"
"6405" 23442 31300 "WI"
"6502" 31756 29200 "PA"
"6505" 29323 25200 "IN"
"6506" 26154 28800 "WY"
"6508" 9583 17800 "PR"
"6509" 21383 22300 "WI"
"6510" 27018 35700 "MN"
"6512" 33069 34900 "MI"
"6515" 35075 32900 "TX"
"6516" 31419 38200 "CA"
"6517" 24266 27200 "TX"
"6518" 25021 22500 "LA"
"6519" 21429 37800 "TX"
"6520" 24046 37800 "KS"
"6522" 20616 25800 "MD"
"6524" 26635 38400 "NC"
"6525" 26262 38400 "AL"
"6526" 27300 38400 "IA"
"6527" 26240 38400 "OH"
"6528" 26420 38400 "AZ"
"6529" 27229 38400 "WI"
"6530" 26070 38400 "NC"
"6532" 35636 25200 "KS"
"6533" 34616 28200 "NC"
"6536" 29849 26000 "MA"
"6537" 26593 29000 "TX"
"6540" 26046 38200 "UT"
"6541" 5465 20800 "PR"
"6542" 19593 26400 "AL"
"6544" 26768 29300 "OH"
"6548" 23999 32000 "MO"
"6549" 31329 51700 "KY"
"6550" 31329 51700 "NC"
"6551" 31329 51700 "NJ"
"6553" 20776 22400 "OH"
"6554" 23499 22400 "OH"
"6555" 22410 22400 "OH"
"6556" 23783 22000 "OH"
"6559" 20479 23300 "OH"
"6560" 22844 27700 "OH"
"6566" 31058 46500 "KY"
"6567" 25193 56300 "IL"
"6568" 29120 56300 "OH"
"6569" 31200 56300 "AZ"
"6586" 31070 24100 "AR"
"6600" 31799 27900 "UT"
"6603" 21706 26400 "SC"
"6673" 14810 20400 "FL"
"6674" 17145 20400 "AL"
"6678" 28014 22800 "MI"
"6679" 28494 22800 "MI"
"6680" 26569 34200 "TN"
"6681" 33397 35700 "MN"
"6682" 28031 25200 "ID"
"6683" 26337 25200 "OK"
"6684" 40978 25800 "AL"
"6685" 29886 22100 "KY"
"6686" 22104 22800 "NC"
"6688" 16256 21500 "MO"
"6691" 18984 26400 "FL"
"6720" 31088 31600 "VA"
"6723" 18438 26400 "SC"
"6727" 20783 29700 "MI"
"6732" 22168 25200 "AZ"
"6733" 21021 21000 "NC"
"6736" 26062 16100 "OH"
"6738" 25393 27800 "FL"
"6740" 22978 32700 "TX"
"6743" 40970 38200 "AZ"
"6744" 27549 29300 "IN"
"6745" 29159 29300 "IN"
"6746" 30260 29300 "KY"
"6747" 26699 38400 "MS"
"6748" 26433 38400 "MO"
"6749" 26420 38400 "WV"
"6750" 25143 38400 "CA"
"6751" 25876 38400 "FL"
"6752" 26635 38400 "NC"
"6753" 24745 22100 "UT"
"6754" 27876 25400 "FL"
"6755" 20311 25400 "FL"
"6763" 26698 25200 "AZ"
"6764" 31329 51700 "WV"
"6766" 31329 51700 "OH"
"6774" 28346 35700 "MN"
"6775" 27102 25200 "SC"
"6776" 30627 31100 "SD"
"6777" 29103 31100 "WI"
"6779" 31909 31100 "MN"
"6780" 21635 26900 "CA"
"6789" 23164 28400 "TN"
"6790" 22068 47800 "MN"
"6792" 21091 23100 "FL"
"6793" 22540 23700 "UT"
"6794" 24043 22400 "OH"
"6796" 20500 42300 "OH"
"6803" 33074 56300 "FL"
"6833" 17205 23200 "HI"
"6904" 19835 26400 "GA"
"6917" 26886 22800 "MI"
"6919" 17910 21000 "NC"
"6922" 20921 24700 "OH"
"6923" 13522 22800 "GA"
"6924" 17239 16700 "PR"
"6927" 31873 31600 "VA"
"6928" 21395 22300 "WI"
"6929" 37053 22100 "KY"
"6930" 17443 26400 "SC"
"6931" 23352 34100 "MI"
"6932" 23544 34100 "MI"
"6934" 25290 34100 "IL"
"6936" 22230 34100 "AZ"
"6937" 26054 34100 "FL"
"6939" 25195 20900 "IN"
"6943" 32252 31100 "WI"
"6944" 26391 35700 "MN"
"6945" 29714 31100 "WI"
"6946" 30002 31100 "WI"
"6947" 30552 31100 "WI"
"6957" 31329 51700 "GA"
"6959" 31329 51700 "MS"
"6960" 31329 51700 "SC"
"6961" 31329 51700 "TX"
"6962" 32401 32900 "TX"
"6963" 32747 31100 "WI"
"6972" 21938 27900 "UT"
"6973" 21902 22300 "VA"
"6987" 32627 29800 "VA"
"6988" 34226 29800 "VA"
"7018" 25957 38400 "IN"
"7019" 26851 38400 "FL"
"7020" 26319 38400 "VA"
"7021" 26794 38400 "OH"
"7022" 27640 38400 "IA"
"7023" 26223 38400 "CA"
"7024" 27556 38400 "TN"
"7025" 27326 38400 "TX"
"7026" 27635 38400 "SC"
"7027" 27930 38400 "CO"
"7028" 27483 38400 "CA"
"7029" 25449 38400 "CA"
"7030" 26577 38400 "MI"
"7031" 26031 38400 "NV"
"7037" 24934 22000 "OH"
"7038" 19066 42300 "WI"
"7039" 21526 42300 "WI"
"7047" 25102 39400 "CA"
"7052" 31329 51700 "DC"
"7055" 17365 27500 "SC"
"7056" 27685 25200 "NM"
"7057" 25171 25200 "MO"
"7060" 30416 22200 "MI"
"7061" 31482 24600 "IN"
"7062" 31880 23000 "OH"
"7063" 31542 19900 "MI"
"7070" 15183 26400 "CO"
"7072" 25917 24700 "TX"
"7078" 35037 22100 "KY"
"7079" 27768 22800 "MI"
"7091" 28537 25200 "TX"
"7096" 15137 16000 "PR"
"7104" 21975 26400 "LA"
"7105" 22552 28900 "FL"
"7107" 24688 21000 "NC"
"7108" 22551 22800 "GA"
"7109" 23584 21000 "SC"
"7110" 18369 26400 "GA"
"7113" 37292 56300 "VA"
"7114" 26496 31700 "ID"
"7126" 24155 22100 "NY"
"7256" 21757 31700 "UT"
"7258" 24046 37800 "CO"
"7259" 22690 37800 "MO"
"7260" 24046 37800 "CO"
"7261" 27360 31100 "WI"
"7263" 28341 56300 "MO"
"7296" 33653 29800 "TX"
"7297" 34845 29800 "MI"
"7301" 14641 15000 "KY"
"7315" 26060 27800 "OR"
"7317" 11293 16200 "PR"
"7318" 11417 16200 "PR"
"7319" 11502 16200 "PR"
"7332" 33968 25200 "WI"
"7347" 31313 32200 "MN"
"7352" 14413 19400 "FL"
"7353" 15135 19400 "FL"
"7363" 33037 29800 "GA"
"7369" 32392 47500 "CA"
"7370" 29813 33700 "MN"
